180.997579, 123.152487
180.893289, 124.457571
180.731867, 125.736940
180.529264, 127.001909
180.300441, 128.268257
180.062493, 129.553307
179.817129, 130.847529
179.549647, 132.136361
179.276445, 133.423408
178.999859, 134.712880
178.676515, 136.000049
178.309240, 137.300221
177.912910, 138.625615
177.472261, 139.962211
177.009945, 141.319844
176.512643, 142.667301
176.006127, 144.002381
175.483912, 145.321418
174.934016, 146.623580
174.314720, 147.888232
173.675309, 149.143963
172.998378, 150.376268
172.322178, 151.611860
171.593892, 152.829770
170.820122, 154.033340
169.996033, 155.209855
169.141137, 156.361126
168.267703, 157.499298
167.371718, 158.636266
166.438014, 159.761099
165.468647, 160.868194
164.464883, 161.950954
163.436475, 163.000511
162.386181, 164.017947
161.322899, 165.005344
160.246254, 165.955337
159.143459, 166.859127
158.008350, 167.720637
156.842687, 168.538727
155.651530, 169.293305
154.449401, 170.000848
153.237117, 170.688125
152.003876, 171.353473
150.754646, 172.015736
149.483962, 172.668677
148.191760, 173.305888
146.891352, 173.953258
145.591243, 174.604261
144.306893, 175.287278
143.045355, 176.021464
141.798159, 176.809350
140.558439, 177.636610
139.319668, 178.480162
138.078128, 179.297038
136.825417, 180.015685
135.560995, 180.584499
134.285255, 180.997451
133.000155, 181.292404
131.698819, 181.563296
130.332042, 181.787095
128.904298, 181.928108
127.448614, 182.005075
126.004580, 181.999286
124.561852, 182.010181
123.112645, 182.012441
121.651240, 182.024121
120.195805, 182.000345
118.760990, 181.917998
117.352927, 181.748632
115.965216, 181.503269
114.576915, 181.259809
113.166893, 181.001082
111.738315, 180.712265
110.319848, 180.307854
108.925452, 179.790594
107.550795, 179.161794
106.183338, 178.453066
104.815531, 177.704769
103.445540, 176.948518
102.074702, 176.200965
100.714894, 175.464206
99.382526, 174.733267
98.080250, 173.999077
96.800119, 173.255983
95.530760, 172.516407
94.275115, 171.775077
93.039010, 171.021942
91.827889, 170.254603
90.636495, 169.474320
89.481847, 168.662585
88.375779, 167.797547
87.314549, 166.886235
86.276731, 165.935293
85.275793, 164.945199
84.328611, 163.897250
83.448794, 162.769695
82.676635, 161.585102
81.996724, 160.394780
81.308393, 159.195537
80.572852, 158.000719
79.815287, 156.757749
79.038020, 155.488264
78.257565, 154.208063
77.481750, 152.924636
76.716189, 151.630692
75.970384, 150.336338
75.251402, 149.031618
74.562241, 147.709377
73.896377, 146.377840
73.245464, 145.050090
72.613253, 143.719451
71.999174, 142.389657
71.409695, 141.060545
70.847866, 139.729500
70.324322, 138.391828
69.836933, 137.048440
69.393036, 135.697856
69.000485, 134.350255
68.672794, 132.999827
68.369143, 131.640317
68.104123, 130.265375
67.873193, 128.877750
67.668651, 127.479563
67.486886, 126.070246
67.326760, 124.654426
67.189185, 123.243267
67.080555, 121.835183
67.008876, 120.417998
66.980414, 118.990995
66.981827, 117.563511
66.998049, 116.131975
67.038253, 114.694148
67.136221, 113.245974
67.294549, 111.786825
67.492757, 110.322106
67.718381, 108.857282
67.955698, 107.394777
68.199288, 105.937075
68.478529, 104.483242
68.795573, 103.024297
69.148964, 101.557979
69.549235, 100.091747
70.001288, 98.629439
70.511000, 97.185954
71.074692, 95.767443
71.678824, 94.374933
72.311742, 93.000034
72.981225, 91.623413
73.684624, 90.247496
74.415703, 88.883538
75.186495, 87.550305
76.013891, 86.254474
76.905547, 85.001529
77.838393, 83.772712
78.808668, 82.554685
79.811556, 81.354505
80.855765, 80.188526
81.945997, 79.068553
83.089054, 77.999315
84.275512, 76.965239
85.500546, 75.960454
86.742878, 74.968227
88.000040, 73.999996
89.270768, 73.056079
90.581812, 72.163332
91.923217, 71.312197
93.299705, 70.505534
94.700500, 69.737178
96.118239, 69.009124
97.550702, 68.281143
99.005838, 67.552386
100.446214, 66.816871
101.901089, 66.110212
103.375704, 65.448881
104.879120, 64.851360
106.399609, 64.320420
107.930974, 63.864727
109.455775, 63.492707
110.965118, 63.210193
112.465802, 63.053893
113.963739, 62.973137
115.471023, 62.994416
117.000262, 62.982376
118.599011, 62.983895
120.263951, 62.948876
121.915356, 62.963729
123.495111, 62.969158
125.000606, 62.998798
126.452149, 62.964061
127.886030, 63.011642
129.318647, 62.994363
130.748215, 63.150482
132.178836, 63.358678
133.617830, 63.732202
135.085672, 64.202211
136.596147, 64.783185
138.142897, 65.411905
139.699527, 65.985471
141.280376, 66.427236
142.863517, 66.754049
144.436855, 66.998915
145.979592, 67.297959
147.505252, 67.642608
149.009667, 67.998783
150.537642, 68.294040
152.041608, 68.651923
153.551909, 69.001176
154.983743, 69.489614
156.386034, 70.004793
157.707685, 70.678729
159.007327, 71.427768
160.281007, 72.305768
161.557280, 73.228174
162.797569, 74.221226
163.974992, 75.277686
164.981039, 76.444058
165.893103, 77.675672
166.671732, 78.997097
167.408647, 80.340092
168.106719, 81.712337
168.808642, 83.094749
169.481245, 84.503193
170.132051, 85.921452
170.759051, 87.341445
171.375396, 88.744323
172.002305, 90.133817
172.659273, 91.507485
173.329248, 92.874174
174.008495, 94.212354
174.657633, 95.531989
175.305195, 96.828126
175.947343, 98.109584
176.554906, 99.405368
177.126135, 100.713525
177.662731, 102.026154
178.140926, 103.345711
178.591458, 104.655612
178.996730, 105.963463
179.365313, 107.273556
179.698480, 108.593556
180.004266, 109.921969
180.287264, 111.255660
180.548590, 112.584617
180.760656, 113.909696
180.914100, 115.231909
180.999281, 116.550979
181.034468, 117.865986
181.059083, 119.181225
181.066284, 120.501701
181.048756, 121.828649
